ball_x,ball_y,ball_vx,ball_vy,paddle_direction,paddle_y,Ball.RADIUS,Paddle.L,Paddle.STEP,WIDTH,HEIGHT,BORDER,VELOCITY,FPS 
566,276,-12,-4,0,340,10,80,20,800,400,20,12,30
554,272,-12,-4,0,340,10,80,20,800,400,20,12,30
542,268,-12,-4,0,340,10,80,20,800,400,20,12,30
530,264,-12,-4,0,340,10,80,20,800,400,20,12,30
518,260,-12,-4,0,340,10,80,20,800,400,20,12,30
506,256,-12,-4,0,340,10,80,20,800,400,20,12,30
494,252,-12,-4,0,340,10,80,20,800,400,20,12,30
482,248,-12,-4,0,340,10,80,20,800,400,20,12,30
470,244,-12,-4,0,340,10,80,20,800,400,20,12,30
458,240,-12,-4,0,340,10,80,20,800,400,20,12,30
446,236,-12,-4,0,340,10,80,20,800,400,20,12,30
434,232,-12,-4,0,340,10,80,20,800,400,20,12,30
422,228,-12,-4,0,340,10,80,20,800,400,20,12,30
410,224,-12,-4,0,340,10,80,20,800,400,20,12,30
398,220,-12,-4,0,340,10,80,20,800,400,20,12,30
386,216,-12,-4,0,340,10,80,20,800,400,20,12,30
374,212,-12,-4,0,340,10,80,20,800,400,20,12,30
362,208,-12,-4,0,340,10,80,20,800,400,20,12,30
350,204,-12,-4,0,340,10,80,20,800,400,20,12,30
338,200,-12,-4,0,340,10,80,20,800,400,20,12,30
326,196,-12,-4,0,340,10,80,20,800,400,20,12,30
314,192,-12,-4,0,340,10,80,20,800,400,20,12,30
302,188,-12,-4,0,340,10,80,20,800,400,20,12,30
290,184,-12,-4,0,340,10,80,20,800,400,20,12,30
278,180,-12,-4,0,340,10,80,20,800,400,20,12,30
266,176,-12,-4,0,340,10,80,20,800,400,20,12,30
254,172,-12,-4,0,340,10,80,20,800,400,20,12,30
242,168,-12,-4,0,340,10,80,20,800,400,20,12,30
230,164,-12,-4,0,340,10,80,20,800,400,20,12,30
218,160,-12,-4,0,340,10,80,20,800,400,20,12,30
206,156,-12,-4,0,340,10,80,20,800,400,20,12,30
194,152,-12,-4,0,340,10,80,20,800,400,20,12,30
182,148,-12,-4,0,340,10,80,20,800,400,20,12,30
170,144,-12,-4,0,340,10,80,20,800,400,20,12,30
158,140,-12,-4,0,340,10,80,20,800,400,20,12,30
146,136,-12,-4,0,340,10,80,20,800,400,20,12,30
134,132,-12,-4,0,340,10,80,20,800,400,20,12,30
122,128,-12,-4,0,340,10,80,20,800,400,20,12,30
110,124,-12,-4,0,340,10,80,20,800,400,20,12,30
98,120,-12,-4,0,340,10,80,20,800,400,20,12,30
86,116,-12,-4,0,340,10,80,20,800,400,20,12,30
74,112,-12,-4,0,340,10,80,20,800,400,20,12,30
62,108,-12,-4,0,340,10,80,20,800,400,20,12,30
50,104,-12,-4,0,340,10,80,20,800,400,20,12,30
38,100,-12,-4,0,340,10,80,20,800,400,20,12,30
50,96,12,-4,0,340,10,80,20,800,400,20,12,30
62,92,12,-4,0,340,10,80,20,800,400,20,12,30
74,88,12,-4,0,340,10,80,20,800,400,20,12,30
86,84,12,-4,0,340,10,80,20,800,400,20,12,30
98,80,12,-4,0,340,10,80,20,800,400,20,12,30
110,76,12,-4,-1,340,10,80,20,800,400,20,12,30
122,72,12,-4,0,320,10,80,20,800,400,20,12,30
134,68,12,-4,0,320,10,80,20,800,400,20,12,30
146,64,12,-4,0,320,10,80,20,800,400,20,12,30
158,60,12,-4,0,320,10,80,20,800,400,20,12,30
170,56,12,-4,-1,320,10,80,20,800,400,20,12,30
182,52,12,-4,0,300,10,80,20,800,400,20,12,30
194,48,12,-4,0,300,10,80,20,800,400,20,12,30
206,44,12,-4,0,300,10,80,20,800,400,20,12,30
218,40,12,-4,0,300,10,80,20,800,400,20,12,30
230,36,12,-4,-1,300,10,80,20,800,400,20,12,30
242,32,12,-4,0,280,10,80,20,800,400,20,12,30
254,36,12,4,0,280,10,80,20,800,400,20,12,30
266,40,12,4,0,280,10,80,20,800,400,20,12,30
278,44,12,4,0,280,10,80,20,800,400,20,12,30
290,48,12,4,-1,280,10,80,20,800,400,20,12,30
302,52,12,4,0,260,10,80,20,800,400,20,12,30
314,56,12,4,0,260,10,80,20,800,400,20,12,30
326,60,12,4,0,260,10,80,20,800,400,20,12,30
338,64,12,4,-1,260,10,80,20,800,400,20,12,30
350,68,12,4,0,240,10,80,20,800,400,20,12,30
362,72,12,4,0,240,10,80,20,800,400,20,12,30
374,76,12,4,0,240,10,80,20,800,400,20,12,30
386,80,12,4,0,240,10,80,20,800,400,20,12,30
398,84,12,4,0,240,10,80,20,800,400,20,12,30
410,88,12,4,-1,240,10,80,20,800,400,20,12,30
422,92,12,4,0,220,10,80,20,800,400,20,12,30
434,96,12,4,0,220,10,80,20,800,400,20,12,30
446,100,12,4,0,220,10,80,20,800,400,20,12,30
458,104,12,4,0,220,10,80,20,800,400,20,12,30
470,108,12,4,0,220,10,80,20,800,400,20,12,30
482,112,12,4,-1,220,10,80,20,800,400,20,12,30
494,116,12,4,0,200,10,80,20,800,400,20,12,30
506,120,12,4,0,200,10,80,20,800,400,20,12,30
518,124,12,4,0,200,10,80,20,800,400,20,12,30
530,128,12,4,0,200,10,80,20,800,400,20,12,30
542,132,12,4,0,200,10,80,20,800,400,20,12,30
554,136,12,4,0,200,10,80,20,800,400,20,12,30
566,140,12,4,0,200,10,80,20,800,400,20,12,30
578,144,12,4,0,200,10,80,20,800,400,20,12,30
590,148,12,4,0,200,10,80,20,800,400,20,12,30
602,152,12,4,0,200,10,80,20,800,400,20,12,30
614,156,12,4,0,200,10,80,20,800,400,20,12,30
626,160,12,4,0,200,10,80,20,800,400,20,12,30
638,164,12,4,0,200,10,80,20,800,400,20,12,30
650,168,12,4,0,200,10,80,20,800,400,20,12,30
662,172,12,4,0,200,10,80,20,800,400,20,12,30
674,176,12,4,0,200,10,80,20,800,400,20,12,30
686,180,12,4,0,200,10,80,20,800,400,20,12,30
698,184,12,4,0,200,10,80,20,800,400,20,12,30
710,188,12,4,0,200,10,80,20,800,400,20,12,30
722,192,12,4,0,200,10,80,20,800,400,20,12,30
734,196,12,4,0,200,10,80,20,800,400,20,12,30
746,200,12,4,0,200,10,80,20,800,400,20,12,30
758,204,12,4,0,200,10,80,20,800,400,20,12,30
770,208,12,4,0,200,10,80,20,800,400,20,12,30
758,212,-12,4,0,200,10,80,20,800,400,20,12,30
746,216,-12,4,0,200,10,80,20,800,400,20,12,30
734,220,-12,4,0,200,10,80,20,800,400,20,12,30
722,224,-12,4,0,200,10,80,20,800,400,20,12,30
710,228,-12,4,0,200,10,80,20,800,400,20,12,30
698,232,-12,4,0,200,10,80,20,800,400,20,12,30
686,236,-12,4,0,200,10,80,20,800,400,20,12,30
674,240,-12,4,0,200,10,80,20,800,400,20,12,30
662,244,-12,4,0,200,10,80,20,800,400,20,12,30
650,248,-12,4,0,200,10,80,20,800,400,20,12,30
638,252,-12,4,0,200,10,80,20,800,400,20,12,30
626,256,-12,4,0,200,10,80,20,800,400,20,12,30
614,260,-12,4,0,200,10,80,20,800,400,20,12,30
602,264,-12,4,0,200,10,80,20,800,400,20,12,30
590,268,-12,4,0,200,10,80,20,800,400,20,12,30
578,272,-12,4,0,200,10,80,20,800,400,20,12,30
566,276,-12,4,0,200,10,80,20,800,400,20,12,30
554,280,-12,4,0,200,10,80,20,800,400,20,12,30
542,284,-12,4,0,200,10,80,20,800,400,20,12,30
530,288,-12,4,0,200,10,80,20,800,400,20,12,30
518,292,-12,4,0,200,10,80,20,800,400,20,12,30
506,296,-12,4,0,200,10,80,20,800,400,20,12,30
494,300,-12,4,0,200,10,80,20,800,400,20,12,30
482,304,-12,4,0,200,10,80,20,800,400,20,12,30
470,308,-12,4,0,200,10,80,20,800,400,20,12,30
458,312,-12,4,0,200,10,80,20,800,400,20,12,30
446,316,-12,4,0,200,10,80,20,800,400,20,12,30
434,320,-12,4,0,200,10,80,20,800,400,20,12,30
422,324,-12,4,0,200,10,80,20,800,400,20,12,30
410,328,-12,4,0,200,10,80,20,800,400,20,12,30
398,332,-12,4,0,200,10,80,20,800,400,20,12,30
386,336,-12,4,0,200,10,80,20,800,400,20,12,30
374,340,-12,4,0,200,10,80,20,800,400,20,12,30
362,344,-12,4,0,200,10,80,20,800,400,20,12,30
350,348,-12,4,0,200,10,80,20,800,400,20,12,30
338,352,-12,4,0,200,10,80,20,800,400,20,12,30
326,356,-12,4,0,200,10,80,20,800,400,20,12,30
314,360,-12,4,0,200,10,80,20,800,400,20,12,30
302,364,-12,4,0,200,10,80,20,800,400,20,12,30
290,368,-12,4,0,200,10,80,20,800,400,20,12,30
278,364,-12,-4,0,200,10,80,20,800,400,20,12,30
266,360,-12,-4,0,200,10,80,20,800,400,20,12,30
254,356,-12,-4,0,200,10,80,20,800,400,20,12,30
242,352,-12,-4,0,200,10,80,20,800,400,20,12,30
230,348,-12,-4,0,200,10,80,20,800,400,20,12,30
218,344,-12,-4,0,200,10,80,20,800,400,20,12,30
206,340,-12,-4,0,200,10,80,20,800,400,20,12,30
194,336,-12,-4,0,200,10,80,20,800,400,20,12,30
182,332,-12,-4,0,200,10,80,20,800,400,20,12,30
170,328,-12,-4,0,200,10,80,20,800,400,20,12,30
158,324,-12,-4,0,200,10,80,20,800,400,20,12,30
146,320,-12,-4,0,200,10,80,20,800,400,20,12,30
134,316,-12,-4,0,200,10,80,20,800,400,20,12,30
122,312,-12,-4,0,200,10,80,20,800,400,20,12,30
110,308,-12,-4,0,200,10,80,20,800,400,20,12,30
98,304,-12,-4,0,200,10,80,20,800,400,20,12,30
86,300,-12,-4,0,200,10,80,20,800,400,20,12,30
74,296,-12,-4,0,200,10,80,20,800,400,20,12,30
62,292,-12,-4,0,200,10,80,20,800,400,20,12,30
50,288,-12,-4,0,200,10,80,20,800,400,20,12,30
38,284,-12,-4,0,200,10,80,20,800,400,20,12,30
50,280,12,-4,0,200,10,80,20,800,400,20,12,30
62,276,12,-4,0,200,10,80,20,800,400,20,12,30
74,272,12,-4,0,200,10,80,20,800,400,20,12,30
86,268,12,-4,0,200,10,80,20,800,400,20,12,30
98,264,12,-4,0,200,10,80,20,800,400,20,12,30
110,260,12,-4,0,200,10,80,20,800,400,20,12,30
122,256,12,-4,0,200,10,80,20,800,400,20,12,30
134,252,12,-4,0,200,10,80,20,800,400,20,12,30
146,248,12,-4,0,200,10,80,20,800,400,20,12,30
158,244,12,-4,0,200,10,80,20,800,400,20,12,30
170,240,12,-4,0,200,10,80,20,800,400,20,12,30
182,236,12,-4,0,200,10,80,20,800,400,20,12,30
194,232,12,-4,0,200,10,80,20,800,400,20,12,30
206,228,12,-4,0,200,10,80,20,800,400,20,12,30
218,224,12,-4,0,200,10,80,20,800,400,20,12,30
230,220,12,-4,0,200,10,80,20,800,400,20,12,30
242,216,12,-4,0,200,10,80,20,800,400,20,12,30
254,212,12,-4,0,200,10,80,20,800,400,20,12,30
266,208,12,-4,0,200,10,80,20,800,400,20,12,30
278,204,12,-4,0,200,10,80,20,800,400,20,12,30
290,200,12,-4,0,200,10,80,20,800,400,20,12,30
302,196,12,-4,0,200,10,80,20,800,400,20,12,30
314,192,12,-4,-1,200,10,80,20,800,400,20,12,30
326,188,12,-4,0,180,10,80,20,800,400,20,12,30
338,184,12,-4,0,180,10,80,20,800,400,20,12,30
350,180,12,-4,0,180,10,80,20,800,400,20,12,30
362,176,12,-4,-1,180,10,80,20,800,400,20,12,30
374,172,12,-4,0,160,10,80,20,800,400,20,12,30
386,168,12,-4,0,160,10,80,20,800,400,20,12,30
398,164,12,-4,0,160,10,80,20,800,400,20,12,30
410,160,12,-4,0,160,10,80,20,800,400,20,12,30
422,156,12,-4,-1,160,10,80,20,800,400,20,12,30
434,152,12,-4,0,140,10,80,20,800,400,20,12,30
446,148,12,-4,0,140,10,80,20,800,400,20,12,30
458,144,12,-4,0,140,10,80,20,800,400,20,12,30
470,140,12,-4,-1,140,10,80,20,800,400,20,12,30
482,136,12,-4,0,120,10,80,20,800,400,20,12,30
494,132,12,-4,0,120,10,80,20,800,400,20,12,30
506,128,12,-4,0,120,10,80,20,800,400,20,12,30
518,124,12,-4,0,120,10,80,20,800,400,20,12,30
530,120,12,-4,-1,120,10,80,20,800,400,20,12,30
542,116,12,-4,0,100,10,80,20,800,400,20,12,30
554,112,12,-4,0,100,10,80,20,800,400,20,12,30
566,108,12,-4,0,100,10,80,20,800,400,20,12,30
578,104,12,-4,-1,100,10,80,20,800,400,20,12,30
590,100,12,-4,0,80,10,80,20,800,400,20,12,30
602,96,12,-4,0,80,10,80,20,800,400,20,12,30
614,92,12,-4,0,80,10,80,20,800,400,20,12,30
626,88,12,-4,0,80,10,80,20,800,400,20,12,30
638,84,12,-4,0,80,10,80,20,800,400,20,12,30
650,80,12,-4,0,80,10,80,20,800,400,20,12,30
662,76,12,-4,0,80,10,80,20,800,400,20,12,30
674,72,12,-4,0,80,10,80,20,800,400,20,12,30
686,68,12,-4,0,80,10,80,20,800,400,20,12,30
698,64,12,-4,0,80,10,80,20,800,400,20,12,30
710,60,12,-4,0,80,10,80,20,800,400,20,12,30
722,56,12,-4,0,80,10,80,20,800,400,20,12,30
734,52,12,-4,0,80,10,80,20,800,400,20,12,30
746,48,12,-4,0,80,10,80,20,800,400,20,12,30
758,44,12,-4,-1,80,10,80,20,800,400,20,12,30
770,40,12,-4,0,60,10,80,20,800,400,20,12,30
758,36,-12,-4,0,60,10,80,20,800,400,20,12,30
746,32,-12,-4,0,60,10,80,20,800,400,20,12,30
734,36,-12,4,0,60,10,80,20,800,400,20,12,30
722,40,-12,4,0,60,10,80,20,800,400,20,12,30
710,44,-12,4,0,60,10,80,20,800,400,20,12,30
698,48,-12,4,0,60,10,80,20,800,400,20,12,30
686,52,-12,4,0,60,10,80,20,800,400,20,12,30
674,56,-12,4,0,60,10,80,20,800,400,20,12,30
662,60,-12,4,0,60,10,80,20,800,400,20,12,30
650,64,-12,4,0,60,10,80,20,800,400,20,12,30
638,68,-12,4,0,60,10,80,20,800,400,20,12,30
626,72,-12,4,0,60,10,80,20,800,400,20,12,30
614,76,-12,4,0,60,10,80,20,800,400,20,12,30
602,80,-12,4,0,60,10,80,20,800,400,20,12,30
590,84,-12,4,0,60,10,80,20,800,400,20,12,30
578,88,-12,4,0,60,10,80,20,800,400,20,12,30
566,92,-12,4,0,60,10,80,20,800,400,20,12,30
554,96,-12,4,0,60,10,80,20,800,400,20,12,30
542,100,-12,4,0,60,10,80,20,800,400,20,12,30
530,104,-12,4,0,60,10,80,20,800,400,20,12,30
518,108,-12,4,0,60,10,80,20,800,400,20,12,30
506,112,-12,4,0,60,10,80,20,800,400,20,12,30
494,116,-12,4,0,60,10,80,20,800,400,20,12,30
482,120,-12,4,0,60,10,80,20,800,400,20,12,30
470,124,-12,4,0,60,10,80,20,800,400,20,12,30
458,128,-12,4,0,60,10,80,20,800,400,20,12,30
446,132,-12,4,0,60,10,80,20,800,400,20,12,30
434,136,-12,4,0,60,10,80,20,800,400,20,12,30
422,140,-12,4,1,60,10,80,20,800,400,20,12,30
410,144,-12,4,0,80,10,80,20,800,400,20,12,30
398,148,-12,4,0,80,10,80,20,800,400,20,12,30
386,152,-12,4,0,80,10,80,20,800,400,20,12,30
374,156,-12,4,0,80,10,80,20,800,400,20,12,30
362,160,-12,4,1,80,10,80,20,800,400,20,12,30
350,164,-12,4,0,100,10,80,20,800,400,20,12,30
338,168,-12,4,0,100,10,80,20,800,400,20,12,30
326,172,-12,4,0,100,10,80,20,800,400,20,12,30
314,176,-12,4,1,100,10,80,20,800,400,20,12,30
302,180,-12,4,0,120,10,80,20,800,400,20,12,30
290,184,-12,4,0,120,10,80,20,800,400,20,12,30
278,188,-12,4,0,120,10,80,20,800,400,20,12,30
266,192,-12,4,0,120,10,80,20,800,400,20,12,30
254,196,-12,4,1,120,10,80,20,800,400,20,12,30
242,200,-12,4,0,140,10,80,20,800,400,20,12,30
230,204,-12,4,0,140,10,80,20,800,400,20,12,30
218,208,-12,4,0,140,10,80,20,800,400,20,12,30
206,212,-12,4,0,140,10,80,20,800,400,20,12,30
194,216,-12,4,1,140,10,80,20,800,400,20,12,30
182,220,-12,4,0,160,10,80,20,800,400,20,12,30
170,224,-12,4,0,160,10,80,20,800,400,20,12,30
158,228,-12,4,0,160,10,80,20,800,400,20,12,30
146,232,-12,4,0,160,10,80,20,800,400,20,12,30
134,236,-12,4,1,160,10,80,20,800,400,20,12,30
122,240,-12,4,0,180,10,80,20,800,400,20,12,30
110,244,-12,4,0,180,10,80,20,800,400,20,12,30
98,248,-12,4,0,180,10,80,20,800,400,20,12,30
86,252,-12,4,0,180,10,80,20,800,400,20,12,30
74,256,-12,4,1,180,10,80,20,800,400,20,12,30
62,260,-12,4,0,200,10,80,20,800,400,20,12,30
50,264,-12,4,0,200,10,80,20,800,400,20,12,30
38,268,-12,4,0,200,10,80,20,800,400,20,12,30
50,272,12,4,0,200,10,80,20,800,400,20,12,30
62,276,12,4,0,200,10,80,20,800,400,20,12,30
74,280,12,4,0,200,10,80,20,800,400,20,12,30
86,284,12,4,0,200,10,80,20,800,400,20,12,30
98,288,12,4,1,200,10,80,20,800,400,20,12,30
110,292,12,4,0,220,10,80,20,800,400,20,12,30
122,296,12,4,0,220,10,80,20,800,400,20,12,30
134,300,12,4,0,220,10,80,20,800,400,20,12,30
146,304,12,4,0,220,10,80,20,800,400,20,12,30
158,308,12,4,0,220,10,80,20,800,400,20,12,30
170,312,12,4,0,220,10,80,20,800,400,20,12,30
182,316,12,4,0,220,10,80,20,800,400,20,12,30
194,320,12,4,1,220,10,80,20,800,400,20,12,30
206,324,12,4,0,240,10,80,20,800,400,20,12,30
218,328,12,4,0,240,10,80,20,800,400,20,12,30
230,332,12,4,0,240,10,80,20,800,400,20,12,30
242,336,12,4,0,240,10,80,20,800,400,20,12,30
254,340,12,4,0,240,10,80,20,800,400,20,12,30
266,344,12,4,0,240,10,80,20,800,400,20,12,30
278,348,12,4,0,240,10,80,20,800,400,20,12,30
290,352,12,4,0,240,10,80,20,800,400,20,12,30
302,356,12,4,0,240,10,80,20,800,400,20,12,30
314,360,12,4,0,240,10,80,20,800,400,20,12,30
326,364,12,4,0,240,10,80,20,800,400,20,12,30
338,368,12,4,0,240,10,80,20,800,400,20,12,30
350,364,12,-4,0,240,10,80,20,800,400,20,12,30
362,360,12,-4,0,240,10,80,20,800,400,20,12,30
374,356,12,-4,0,240,10,80,20,800,400,20,12,30
386,352,12,-4,0,240,10,80,20,800,400,20,12,30
398,348,12,-4,0,240,10,80,20,800,400,20,12,30
410,344,12,-4,0,240,10,80,20,800,400,20,12,30
422,340,12,-4,0,240,10,80,20,800,400,20,12,30
434,336,12,-4,0,240,10,80,20,800,400,20,12,30
446,332,12,-4,0,240,10,80,20,800,400,20,12,30
458,328,12,-4,0,240,10,80,20,800,400,20,12,30
470,324,12,-4,0,240,10,80,20,800,400,20,12,30
482,320,12,-4,0,240,10,80,20,800,400,20,12,30
494,316,12,-4,-1,240,10,80,20,800,400,20,12,30
506,312,12,-4,0,220,10,80,20,800,400,20,12,30
518,308,12,-4,0,220,10,80,20,800,400,20,12,30
530,304,12,-4,0,220,10,80,20,800,400,20,12,30
542,300,12,-4,0,220,10,80,20,800,400,20,12,30
554,296,12,-4,0,220,10,80,20,800,400,20,12,30
566,292,12,-4,0,220,10,80,20,800,400,20,12,30
578,288,12,-4,0,220,10,80,20,800,400,20,12,30
590,284,12,-4,0,220,10,80,20,800,400,20,12,30
602,280,12,-4,0,220,10,80,20,800,400,20,12,30
614,276,12,-4,0,220,10,80,20,800,400,20,12,30
626,272,12,-4,0,220,10,80,20,800,400,20,12,30
638,268,12,-4,0,220,10,80,20,800,400,20,12,30
650,264,12,-4,0,220,10,80,20,800,400,20,12,30
662,260,12,-4,0,220,10,80,20,800,400,20,12,30
674,256,12,-4,0,220,10,80,20,800,400,20,12,30
686,252,12,-4,0,220,10,80,20,800,400,20,12,30
698,248,12,-4,0,220,10,80,20,800,400,20,12,30
710,244,12,-4,0,220,10,80,20,800,400,20,12,30
722,240,12,-4,0,220,10,80,20,800,400,20,12,30
734,236,12,-4,0,220,10,80,20,800,400,20,12,30
746,232,12,-4,0,220,10,80,20,800,400,20,12,30
758,228,12,-4,0,220,10,80,20,800,400,20,12,30
770,224,12,-4,0,220,10,80,20,800,400,20,12,30
758,220,-12,-4,0,220,10,80,20,800,400,20,12,30
746,216,-12,-4,0,220,10,80,20,800,400,20,12,30
734,212,-12,-4,0,220,10,80,20,800,400,20,12,30
722,208,-12,-4,0,220,10,80,20,800,400,20,12,30
710,204,-12,-4,0,220,10,80,20,800,400,20,12,30
698,200,-12,-4,0,220,10,80,20,800,400,20,12,30
686,196,-12,-4,0,220,10,80,20,800,400,20,12,30
674,192,-12,-4,0,220,10,80,20,800,400,20,12,30
662,188,-12,-4,0,220,10,80,20,800,400,20,12,30
650,184,-12,-4,0,220,10,80,20,800,400,20,12,30
638,180,-12,-4,0,220,10,80,20,800,400,20,12,30
626,176,-12,-4,0,220,10,80,20,800,400,20,12,30
614,172,-12,-4,0,220,10,80,20,800,400,20,12,30
602,168,-12,-4,0,220,10,80,20,800,400,20,12,30
590,164,-12,-4,0,220,10,80,20,800,400,20,12,30
578,160,-12,-4,0,220,10,80,20,800,400,20,12,30
566,156,-12,-4,0,220,10,80,20,800,400,20,12,30
554,152,-12,-4,0,220,10,80,20,800,400,20,12,30
542,148,-12,-4,0,220,10,80,20,800,400,20,12,30
530,144,-12,-4,0,220,10,80,20,800,400,20,12,30
518,140,-12,-4,0,220,10,80,20,800,400,20,12,30
506,136,-12,-4,0,220,10,80,20,800,400,20,12,30
494,132,-12,-4,0,220,10,80,20,800,400,20,12,30
482,128,-12,-4,0,220,10,80,20,800,400,20,12,30
470,124,-12,-4,0,220,10,80,20,800,400,20,12,30
458,120,-12,-4,0,220,10,80,20,800,400,20,12,30
446,116,-12,-4,0,220,10,80,20,800,400,20,12,30
434,112,-12,-4,0,220,10,80,20,800,400,20,12,30
422,108,-12,-4,0,220,10,80,20,800,400,20,12,30
410,104,-12,-4,0,220,10,80,20,800,400,20,12,30
398,100,-12,-4,0,220,10,80,20,800,400,20,12,30
386,96,-12,-4,0,220,10,80,20,800,400,20,12,30
374,92,-12,-4,0,220,10,80,20,800,400,20,12,30
362,88,-12,-4,0,220,10,80,20,800,400,20,12,30
350,84,-12,-4,0,220,10,80,20,800,400,20,12,30
338,80,-12,-4,0,220,10,80,20,800,400,20,12,30
326,76,-12,-4,0,220,10,80,20,800,400,20,12,30
314,72,-12,-4,0,220,10,80,20,800,400,20,12,30
302,68,-12,-4,0,220,10,80,20,800,400,20,12,30
290,64,-12,-4,0,220,10,80,20,800,400,20,12,30
278,60,-12,-4,0,220,10,80,20,800,400,20,12,30
266,56,-12,-4,0,220,10,80,20,800,400,20,12,30
254,52,-12,-4,0,220,10,80,20,800,400,20,12,30
242,48,-12,-4,0,220,10,80,20,800,400,20,12,30
230,44,-12,-4,0,220,10,80,20,800,400,20,12,30
218,40,-12,-4,0,220,10,80,20,800,400,20,12,30
206,36,-12,-4,0,220,10,80,20,800,400,20,12,30
194,32,-12,-4,0,220,10,80,20,800,400,20,12,30
182,36,-12,4,0,220,10,80,20,800,400,20,12,30
170,40,-12,4,0,220,10,80,20,800,400,20,12,30
158,44,-12,4,0,220,10,80,20,800,400,20,12,30
146,48,-12,4,0,220,10,80,20,800,400,20,12,30
134,52,-12,4,0,220,10,80,20,800,400,20,12,30
122,56,-12,4,0,220,10,80,20,800,400,20,12,30
110,60,-12,4,0,220,10,80,20,800,400,20,12,30
98,64,-12,4,0,220,10,80,20,800,400,20,12,30
86,68,-12,4,0,220,10,80,20,800,400,20,12,30
74,72,-12,4,0,220,10,80,20,800,400,20,12,30
62,76,-12,4,0,220,10,80,20,800,400,20,12,30
50,80,-12,4,0,220,10,80,20,800,400,20,12,30
38,84,-12,4,0,220,10,80,20,800,400,20,12,30
50,88,12,4,0,220,10,80,20,800,400,20,12,30
62,92,12,4,0,220,10,80,20,800,400,20,12,30
74,96,12,4,0,220,10,80,20,800,400,20,12,30
86,100,12,4,0,220,10,80,20,800,400,20,12,30
98,104,12,4,0,220,10,80,20,800,400,20,12,30
110,108,12,4,0,220,10,80,20,800,400,20,12,30
122,112,12,4,0,220,10,80,20,800,400,20,12,30
134,116,12,4,0,220,10,80,20,800,400,20,12,30
146,120,12,4,0,220,10,80,20,800,400,20,12,30
158,124,12,4,0,220,10,80,20,800,400,20,12,30
170,128,12,4,1,220,10,80,20,800,400,20,12,30
182,132,12,4,0,240,10,80,20,800,400,20,12,30
194,136,12,4,0,240,10,80,20,800,400,20,12,30
206,140,12,4,0,240,10,80,20,800,400,20,12,30
218,144,12,4,0,240,10,80,20,800,400,20,12,30
230,148,12,4,1,240,10,80,20,800,400,20,12,30
242,152,12,4,0,260,10,80,20,800,400,20,12,30
254,156,12,4,0,260,10,80,20,800,400,20,12,30
266,160,12,4,0,260,10,80,20,800,400,20,12,30
278,164,12,4,1,260,10,80,20,800,400,20,12,30
290,168,12,4,0,280,10,80,20,800,400,20,12,30
302,172,12,4,0,280,10,80,20,800,400,20,12,30
314,176,12,4,0,280,10,80,20,800,400,20,12,30
326,180,12,4,0,280,10,80,20,800,400,20,12,30
338,184,12,4,0,280,10,80,20,800,400,20,12,30
350,188,12,4,1,280,10,80,20,800,400,20,12,30
362,192,12,4,0,300,10,80,20,800,400,20,12,30
374,196,12,4,0,300,10,80,20,800,400,20,12,30
386,200,12,4,0,300,10,80,20,800,400,20,12,30
398,204,12,4,0,300,10,80,20,800,400,20,12,30
410,208,12,4,1,300,10,80,20,800,400,20,12,30
422,212,12,4,0,320,10,80,20,800,400,20,12,30
434,216,12,4,0,320,10,80,20,800,400,20,12,30
446,220,12,4,0,320,10,80,20,800,400,20,12,30
458,224,12,4,0,320,10,80,20,800,400,20,12,30
470,228,12,4,0,320,10,80,20,800,400,20,12,30
482,232,12,4,0,320,10,80,20,800,400,20,12,30
494,236,12,4,0,320,10,80,20,800,400,20,12,30
506,240,12,4,0,320,10,80,20,800,400,20,12,30
518,244,12,4,0,320,10,80,20,800,400,20,12,30
530,248,12,4,0,320,10,80,20,800,400,20,12,30
542,252,12,4,0,320,10,80,20,800,400,20,12,30
554,256,12,4,0,320,10,80,20,800,400,20,12,30
566,260,12,4,0,320,10,80,20,800,400,20,12,30
578,264,12,4,0,320,10,80,20,800,400,20,12,30
590,268,12,4,0,320,10,80,20,800,400,20,12,30
602,272,12,4,0,320,10,80,20,800,400,20,12,30
614,276,12,4,0,320,10,80,20,800,400,20,12,30
626,280,12,4,0,320,10,80,20,800,400,20,12,30
638,284,12,4,1,320,10,80,20,800,400,20,12,30
650,288,12,4,0,340,10,80,20,800,400,20,12,30
662,292,12,4,0,340,10,80,20,800,400,20,12,30
674,296,12,4,0,340,10,80,20,800,400,20,12,30
686,300,12,4,0,340,10,80,20,800,400,20,12,30
698,304,12,4,0,340,10,80,20,800,400,20,12,30
710,308,12,4,0,340,10,80,20,800,400,20,12,30
722,312,12,4,0,340,10,80,20,800,400,20,12,30
734,316,12,4,0,340,10,80,20,800,400,20,12,30
746,320,12,4,0,340,10,80,20,800,400,20,12,30
758,324,12,4,0,340,10,80,20,800,400,20,12,30
770,328,12,4,0,340,10,80,20,800,400,20,12,30
758,332,-12,4,0,340,10,80,20,800,400,20,12,30
746,336,-12,4,0,340,10,80,20,800,400,20,12,30
734,340,-12,4,0,340,10,80,20,800,400,20,12,30
722,344,-12,4,0,340,10,80,20,800,400,20,12,30
710,348,-12,4,0,340,10,80,20,800,400,20,12,30
698,352,-12,4,0,340,10,80,20,800,400,20,12,30
686,356,-12,4,0,340,10,80,20,800,400,20,12,30
